source_network,network,station_id,station_name,latitude,longitude,elevation_m,start_date,actual_start_date,end_date,n_years,IGBP,lc_cci,koppen_geiger,has_soil_moisture,has_flux,location_group_id,split,oot_eligible,oost_eligible,joint_eval,flux_only_eval,ablation_train,ablation_oos,kg_macro,igbp_macro,elevation_band,soil_nan_pct,soil_patch_ok,same_patch_pair,tile_pair_eval,duplicate_of
ISMN,SNOTEL,KimberlyMine,KimberlyMine,38.48383,-112.39273,2777.0,20180902,20180902,20251230,7.3,ENF,70.0,BSk,True,False,510,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,KingsCabin,KingsCabin,40.71632,-109.54401,2664.0,20160101,20140101,20230706,9.5,ENF,70.0,BSk,True,False,511,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,KlondikeNarrows,KlondikeNarrows,41.96769,-111.59713,2219.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,512,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Kolob,Kolob,37.52664,-113.05386,2819.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,513,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Lakefork#1,Lakefork#1,40.59709,-110.43316,3085.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,514,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LakeforkBasin,LakeforkBasin,40.73785,-110.62121,3319.0,20200723,20200723,20251230,5.4,ENF,70.0,BSk,True,False,516,train,True,False,False,False,False,False,B,Forest,High,0.0004,True,False,False,
ISMN,SNOTEL,LamanceCreek,LamanceCreek,41.51542,-117.63197,1948.0,20161110,20161110,20251230,9.1,GRA,130.0,BSk,True,False,517,val,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,Lamoille#3,Lamoille#3,40.6448,-115.3812,2448.0,20160101,20140101,20251230,12.0,GRA,130.0,Dfb,True,False,518,val,False,False,False,False,False,False,D,Grass-Crop,High,0.0038,True,False,False,
ISMN,SNOTEL,LamoilleUpper,LamoilleUpper,40.59965,-115.37902,2740.0,20220810,20220810,20251230,3.4,GRA,130.0,Dfb,True,False,519,oos,False,True,False,False,False,False,D,Grass-Crop,High,0.1225,True,False,False,
ISMN,SNOTEL,LapreleCreek,LapreleCreek,42.43566,-105.86051,2551.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,520,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LarsenCreek,LarsenCreek,42.58019,-109.08829,2707.0,20180815,20180815,20251230,7.4,ENF,70.0,Dfb,True,False,521,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LasalMountain,LasalMountain,38.48226,-109.27198,2920.0,20160101,20140101,20210612,7.4,ENF,70.0,BSk,True,False,522,train,False,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LasalMountain-Lower,LasalMountain-Lower,38.48167,-109.29164,2676.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,522,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LaurelDraw,LaurelDraw,41.77637,-116.02957,2036.0,20160101,20140101,20251230,12.0,GRA,130.0,BWk,True,False,523,train,True,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,LeavittLake,LeavittLake,38.27594,-119.61281,2926.0,20160812,20160812,20251230,9.4,SAV,120.0,Csb,True,False,524,train,True,False,False,False,True,False,C,Shrub-Savanna,High,0.3431,True,False,False,
ISMN,SNOTEL,LeavittMeadows,LeavittMeadows,38.30367,-119.55111,2195.0,20160101,20140101,20210402,7.3,ENF,70.0,Csb,True,False,525,train,False,False,False,False,False,False,C,Forest,High,0.0055,True,False,False,
ISMN,SNOTEL,LeeCanyon,LeeCanyon,36.30537,-115.67508,2627.0,20160101,20140101,20251230,12.0,ENF,70.0,BWh,True,False,526,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LewisLakeDivide,LewisLakeDivide,44.20862,-110.66628,2402.0,20160101,20140101,20210809,7.6,ENF,70.0,Dfc,True,False,527,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LewisPeak,LewisPeak,40.3572,-116.8647,2249.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,528,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LightningRidge,LightningRidge,41.35891,-111.48749,2499.0,20201104,20201104,20250321,4.4,ENF,70.0,Dfb,True,False,529,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LilyLake,LilyLake,40.86493,-110.79813,2783.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,530,val,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LilyPond,LilyPond,37.38028,-106.54823,3371.0,20170825,20170825,20251230,8.4,ENF,70.0,Dfb,True,False,531,train,True,False,False,False,False,False,D,Forest,High,0.0049,True,False,False,
ISMN,SNOTEL,LittleBear,LittleBear,41.40562,-111.82607,1993.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsa,True,False,532,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LittleChenaRidge,LittleChenaRidge,65.12422,-146.7339,655.0,20160101,20140101,20191013,5.8,BSV,150.0,Dfc,True,False,533,oos,False,False,False,False,False,False,D,Other,Mid,0.0,True,False,False,
ISMN,SNOTEL,LittleGrassy,LittleGrassy,37.48631,-113.84582,1847.0,20160101,20140909,20251230,11.3,ENF,70.0,BSk,True,False,534,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LittleSnakeRiver,LittleSnakeRiver,41.07051,-106.94284,2722.0,20160101,20140912,20210613,6.8,ENF,70.0,Dfb,True,False,535,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LittleValley,LittleValley,39.25259,-119.8771,1981.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,536,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LizardHeadPass,LizardHeadPass,37.79895,-107.92475,3106.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfc,True,False,537,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LobdellLake,LobdellLake,38.43745,-119.36572,2822.0,20160101,20140101,20251230,12.0,ENF,70.0,Csb,True,False,538,train,True,False,False,False,False,False,C,Forest,High,0.0148,True,False,False,
ISMN,SNOTEL,LoneCone,LoneCone,37.89169,-108.19636,2966.0,20160101,20140101,20220606,8.4,GRA,130.0,Dfb,True,False,539,oos,False,False,False,False,False,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,LonesomeBeaver,LonesomeBeaver,38.07,-110.77241,2905.0,20160101,20141016,20251230,11.2,ENF,70.0,BWk,True,False,540,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LongDrawResv,LongDrawResv,40.51154,-105.7654,3045.0,20160101,20140101,20200112,6.0,ENF,70.0,ET,True,False,541,train,False,False,False,False,True,False,E,Forest,High,0.0281,True,False,False,
ISMN,SNOTEL,LongFlat,LongFlat,37.51255,-113.39661,2435.0,20160101,20141001,20200507,5.6,ENF,70.0,BSk,True,False,542,train,False,False,False,False,True,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LongValley,LongValley,44.78835,-116.08878,1490.0,20160101,20140101,20180326,4.2,GRA,130.0,Dsb,True,False,543,train,False,False,False,False,False,False,D,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SNOTEL,LongValleyJct,LongValleyJct,37.48756,-112.51458,2274.0,20160101,20140922,20251230,11.3,ENF,70.0,Dfb,True,False,544,train,True,False,False,False,False,False,D,Forest,High,0.0002,True,False,False,
ISMN,SNOTEL,Lookout,Lookout,47.45749,-115.70457,1579.0,20160101,20140101,20251230,12.0,SAV,120.0,Dsb,True,False,545,train,True,False,False,False,True,False,D,Shrub-Savanna,High,0.0,True,False,False,
ISMN,SNOTEL,LookoutPeak,LookoutPeak,40.83731,-111.70965,2484.0,20160101,20140101,20210319,7.2,ENF,70.0,Dsb,True,False,546,train,False,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LostCreekResv,LostCreekResv,41.22155,-111.35947,1850.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,547,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,LostDog,LostDog,40.81557,-106.74833,2847.0,20190628,20190628,20220719,3.1,GRA,130.0,Dfc,True,False,548,train,False,False,False,False,False,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,LouisMeadow,LouisMeadow,40.83033,-111.76457,2057.0,20160101,20140101,20240204,10.1,ENF,70.0,Dsa,True,False,549,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MagicMountain,MagicMountain,42.18071,-114.28665,2115.0,20160101,20140101,20200823,6.6,ENF,70.0,BSk,True,False,550,train,False,False,False,False,False,False,B,Forest,High,0.0002,True,False,False,
ISMN,SNOTEL,Mammoth-Cottonwood,Mammoth-Cottonwood,39.68338,-111.31818,2655.0,20160101,20140930,20210317,6.5,GRA,130.0,Dfb,True,False,551,train,False,False,False,False,True,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,MarletteLake,MarletteLake,39.16395,-119.89672,2396.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,552,train,True,False,False,False,False,False,D,Forest,High,0.1698,True,False,False,
ISMN,SNOTEL,MayCreek,MayCreek,61.34918,-142.69355,482.0,20190506,20190506,20251230,6.7,ENF,70.0,Dfc,True,False,553,oos,False,True,False,False,False,False,D,Forest,Low,0.0,True,False,False,
ISMN,SNOTEL,McGrath,McGrath,62.94652,-155.6102,104.0,20190911,20190911,20250414,5.6,BSV,150.0,Dfc,True,False,554,train,True,False,False,False,False,False,D,Other,Low,0.2067,True,False,False,
ISMN,SNOTEL,McneilRiverSGS,McneilRiverSGS,59.08358,-154.27785,34.0,20160101,20140101,20190502,5.3,WAT,210.0,Dfc,True,False,555,train,False,False,False,False,False,False,D,Other,Low,0.0944,True,False,False,
ISMN,SNOTEL,MedBow,MedBow,41.37833,-106.34697,3200.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfc,True,False,556,train,True,False,False,False,False,False,D,Forest,High,0.0046,True,False,False,
ISMN,SNOTEL,MerchantValley,MerchantValley,38.30285,-112.43637,2655.0,20180928,20180928,20251230,7.2,ENF,70.0,BSk,True,False,558,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MicaCreek,MicaCreek,47.15045,-116.26643,1366.0,20190306,20190306,20251230,6.8,ENF,70.0,Dsb,True,False,559,train,True,False,False,False,True,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,MichiganCreek,MichiganCreek,39.43579,-105.91072,3261.0,20170426,20170426,20220902,5.4,ENF,70.0,Dfb,True,False,560,train,False,False,False,False,False,False,D,Forest,High,0.0044,True,False,False,
ISMN,SNOTEL,MiddleForkCamp,MiddleForkCamp,39.79565,-106.02802,2731.0,20160101,20140101,20210706,7.5,ENF,70.0,Dfc,True,False,561,train,False,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MidwayValley,MidwayValley,37.56933,-112.83849,2996.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,562,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Mill-DNorth,Mill-DNorth,40.65883,-111.63683,2725.0,20160101,20140101,20220328,8.2,ENF,70.0,Dsb,True,False,563,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MiningFork,MiningFork,40.49384,-112.61141,2527.0,20160101,20140101,20251230,12.0,GRA,130.0,Dfa,True,False,564,train,True,False,False,False,True,False,D,Grass-Crop,High,0.0042,True,False,False,
ISMN,SNOTEL,MonitorPass,MonitorPass,38.6683,-119.6087,2536.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,565,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MonteCristo,MonteCristo,41.46547,-111.49688,2722.0,20160101,20140821,20251230,11.4,ENF,70.0,Dfb,True,False,566,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MonumentCreek,MonumentCreek,65.07738,-145.87358,567.0,20160101,20140101,20191013,5.8,MF,100.0,Dfc,True,False,567,oos,False,False,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,MooreCreekBridge,MooreCreekBridge,59.58668,-135.19455,1024.0,20170516,20170516,20210504,4.0,ENF,70.0,Dsb,True,False,568,train,False,False,False,False,True,False,D,Forest,Mid,0.1786,True,False,False,
ISMN,SNOTEL,MormonMountain,MormonMountain,34.94141,-111.51864,2283.0,20160101,20140101,20221008,8.8,ENF,70.0,Csa,True,False,569,oos,False,False,False,False,False,False,C,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MormonMtnSummit,MormonMtnSummit,34.96942,-111.50868,2576.0,20160101,20150513,20250321,9.8,ENF,70.0,Dsb,True,False,570,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MosbyMtn.,MosbyMtn.,40.60798,-109.8881,2911.0,20170605,20170605,20251230,8.6,ENF,70.0,BSk,True,False,571,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MoscowMountain,MoscowMountain,46.805,-116.8535,1433.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,572,oos,False,True,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,MosesMtn,MosesMtn,48.36166,-119.08158,1667.0,20210917,20210917,20250321,3.5,ENF,70.0,Dfb,True,False,573,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MosquitoRidge,MosquitoRidge,48.05726,-116.23055,1606.0,20160929,20160929,20241003,8.0,ENF,70.0,Dsb,True,False,574,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Mt.Ryan,Mt.Ryan,65.25113,-146.15133,838.0,20160101,20140101,20191013,5.8,MF,100.0,Dfc,True,False,575,train,False,False,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,MtBaldy,MtBaldy,39.13648,-111.50527,2905.0,20160101,20140101,20230828,9.7,GRA,130.0,BSk,True,False,576,oos,False,True,False,False,False,False,B,Grass-Crop,High,0.0071,True,False,False,
ISMN,SNOTEL,MtPennell,MtPennell,37.97793,-110.7933,2807.0,20160101,20150818,20251230,10.4,ENF,70.0,BWk,True,False,577,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,MtRoseSkiArea,MtRoseSkiArea,39.31573,-119.89473,2685.0,20160101,20140101,20251230,12.0,SAV,120.0,Dsb,True,False,578,oos,False,True,False,False,False,False,D,Shrub-Savanna,High,0.0011,True,False,False,
ISMN,SNOTEL,MudFlat,MudFlat,42.6004,-116.55925,1753.0,20160101,20140101,20180507,4.3,SAV,120.0,BSk,True,False,579,train,False,False,False,False,True,False,B,Shrub-Savanna,High,0.0,True,False,False,
ISMN,SNOTEL,MyrtleCreek,MyrtleCreek,48.72263,-116.46312,1079.0,20170920,20170920,20251230,8.3,ENF,70.0,Dsb,True,False,580,oos,False,True,False,False,False,True,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,NavajoWhiskeyCk,NavajoWhiskeyCk,36.17716,-108.94556,2758.0,20160101,20140101,20250321,11.2,ENF,70.0,BSk,True,False,581,train,True,False,False,False,True,False,B,Forest,High,0.0005,True,False,False,
ISMN,SNOTEL,NukaGlacier,NukaGlacier,59.69804,-150.71163,372.0,20160101,20140101,20251230,12.0,SAV,120.0,Dsc,True,False,582,train,True,False,False,False,False,False,D,Shrub-Savanna,Low,0.0234,True,False,False,
ISMN,SNOTEL,ONeilCreek,ONeilCreek,41.86411,-115.08251,1981.0,20180611,20180611,20250305,6.7,SAV,120.0,BSk,True,False,583,train,True,False,False,False,False,False,B,Shrub-Savanna,High,0.0,True,False,False,
ISMN,SNOTEL,OakCreek,OakCreek,39.3485,-112.192,2390.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,584,val,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PalisadesTahoe,PalisadesTahoe,39.18986,-120.26576,2441.0,20160101,20140101,20251230,12.0,GRA,130.0,Dsb,True,False,585,train,True,False,False,False,True,False,D,Grass-Crop,High,0.0164,True,False,False,
ISMN,SNOTEL,Palo,Palo,36.40869,-105.33038,2844.0,20160101,20140101,20230507,9.3,ENF,70.0,Dfb,True,False,586,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PanguitchLakeRS,PanguitchLakeRS,37.70463,-112.65037,2530.0,20160101,20140528,20251230,11.6,ENF,70.0,Dfb,True,False,587,oos,False,True,False,False,False,False,D,Forest,High,0.1901,True,False,False,
ISMN,SNOTEL,ParkCone,ParkCone,38.81982,-106.58962,2926.0,20210302,20210302,20250321,4.1,ENF,70.0,Dfc,True,False,588,train,True,False,False,False,False,False,D,Forest,High,0.3254,True,False,False,
ISMN,SNOTEL,ParkReservoir,ParkReservoir,39.04433,-107.87951,3045.0,20160101,20140101,20210628,7.5,ENF,70.0,Dfb,True,False,589,train,False,False,False,False,True,False,D,Forest,High,0.0639,True,False,False,
ISMN,SNOTEL,ParleysSummit,ParleysSummit,40.76184,-111.62917,2313.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,590,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,ParleysUpper,ParleysUpper,40.70194,-111.60619,2539.0,20190821,20190821,20251230,6.4,ENF,70.0,Dsb,True,False,591,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,ParrishCreek,ParrishCreek,40.93417,-111.81372,2365.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsa,True,False,592,oos,False,True,False,False,False,True,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PaysonR.S.,PaysonR.S.,39.92976,-111.63109,2454.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfa,True,False,593,oos,False,True,False,False,False,False,D,Forest,High,0.0104,True,False,False,
ISMN,SNOTEL,PebbleCreek,PebbleCreek,42.7674,-112.10648,1987.0,20211013,20211013,20251230,4.2,ENF,70.0,Dfb,True,False,594,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PhantomValley,PhantomValley,40.39803,-105.84606,2752.0,20160101,20140101,20231224,10.0,ENF,70.0,ET,True,False,595,train,True,False,False,False,True,False,E,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PickleKeg,PickleKeg,39.01219,-111.58259,2746.0,20160101,20140101,20220216,8.1,ENF,70.0,BSk,True,False,596,train,False,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PierceR.S.,PierceR.S.,46.49597,-115.7957,939.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsa,True,False,597,train,True,False,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,PineCreek,PineCreek,38.88185,-112.24915,2658.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,598,oos,False,True,False,False,False,False,B,Forest,High,0.0004,True,False,False,
ISMN,SNOTEL,PocketCreek,PocketCreek,42.7121,-109.4112,2856.0,20170712,20170712,20230920,6.2,ENF,70.0,Dfb,True,False,599,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PoisonFlat,PoisonFlat,38.50576,-119.62624,2356.0,20160101,20140101,20220720,8.6,ENF,70.0,Csb,True,False,600,train,False,False,False,False,False,False,C,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PoleCanyon,PoleCanyon,40.86293,-115.12067,2365.0,20160101,20140101,20251230,12.0,GRA,130.0,Dfb,True,False,601,train,True,False,False,False,False,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,PoleCreekR.S.,PoleCreekR.S.,41.87255,-115.24713,2548.0,20160101,20140101,20190716,5.5,ENF,70.0,BSk,True,False,602,train,False,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PorphyryCreek,PorphyryCreek,38.48864,-106.33967,3289.0,20160101,20140101,20220706,8.5,ENF,70.0,Dfb,True,False,603,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PortGraham,PortGraham,59.35065,-151.84768,82.0,20160101,20140101,20220601,8.4,ENF,70.0,Dfc,True,False,604,train,False,False,False,False,False,False,D,Forest,Low,0.2933,True,False,False,
ISMN,SNOTEL,PorterCanyon,PorterCanyon,39.46544,-117.62069,2192.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,605,val,False,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,PowderMountain,PowderMountain,41.37428,-111.76673,2588.0,20220627,20220627,20251230,3.5,ENF,70.0,Dsa,True,False,606,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,QuartzMountain,QuartzMountain,42.31923,-120.82533,1740.0,20220901,20220901,20251230,3.3,GRA,130.0,Dsb,True,False,607,train,True,False,False,False,False,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,QuartzPeak,QuartzPeak,47.87927,-117.08938,1436.0,20190822,20190822,20251230,6.3,ENF,70.0,Dsb,True,False,608,oos,False,True,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,Quemazon,Quemazon,35.92195,-106.39179,2893.0,20180509,20180509,20250321,6.9,ENF,70.0,Dfb,True,False,609,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,RaggedMountain,RaggedMountain,47.85583,-117.03667,1283.0,20160101,20140101,20250318,11.2,ENF,70.0,Dsb,True,False,610,val,False,False,False,False,False,False,D,Forest,Mid,0.0,True,False,False,
ISMN,SNOTEL,RainbowCanyon,RainbowCanyon,36.2493,-115.62972,2390.0,20160101,20140101,20251230,12.0,ENF,70.0,BWh,True,False,611,oos,False,True,False,False,False,False,B,Forest,High,0.0002,True,False,False,
ISMN,SNOTEL,RainyPass,RainyPass,48.51865,-120.7358,1487.0,20210202,20210202,20251102,4.8,URB,190.0,Dsb,True,False,612,oos,False,True,False,False,False,False,D,Other,Mid,0.0038,True,False,False,
ISMN,SNOTEL,ReddenMineLwr,ReddenMineLwr,40.67505,-111.21765,2603.0,20160101,20140101,20250321,11.2,ENF,70.0,Dfb,True,False,613,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,ReesFlat,ReesFlat,39.49667,-111.72508,2188.0,20160101,20140101,20251119,11.9,ENF,70.0,BSk,True,False,614,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,ReynoldsCreek,ReynoldsCreek,43.28863,-116.8431,1704.0,20160101,20140101,20190826,5.7,GRA,130.0,BSk,True,False,615,train,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,RioSantaBarbara,RioSantaBarbara,36.07196,-105.62949,3243.0,20170921,20170921,20251230,8.3,ENF,70.0,Dfb,True,False,616,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,RockCreek,RockCreek,40.54875,-110.69292,2402.0,20160101,20140101,20250223,11.1,ENF,70.0,BSk,True,False,617,oos,False,True,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,RockSprings,RockSprings,44.00883,-118.83842,1612.0,20220624,20220624,20251230,3.5,ENF,70.0,BSk,True,False,618,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,RockwoodGS,RockwoodGS,38.67101,-112.3305,2621.0,20220909,20220909,20251230,3.3,GRA,130.0,BSk,True,False,619,oos,False,True,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,RockyBasin-Settleme,RockyBasin-Settleme,40.44293,-112.22377,2652.0,20160101,20140101,20220707,8.5,ENF,70.0,Dfa,True,False,620,train,False,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,RoughAndTumble,RoughAndTumble,39.02611,-106.08063,3176.0,20160101,20140101,20210807,7.6,ENF,70.0,Dfb,True,False,621,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Rubicon#2,Rubicon#2,38.99927,-120.13139,2307.0,20160101,20140827,20251230,11.3,ENF,70.0,Dsb,True,False,622,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,SageCreekBasin,SageCreekBasin,41.40107,-107.2574,2387.0,20160101,20140101,20200511,6.4,GRA,130.0,BSk,True,False,623,train,False,False,False,False,True,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,SaltRiverSummit,SaltRiverSummit,42.5075,-110.9099,2326.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfc,True,False,624,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,SandstoneRS,SandstoneRS,41.11179,-107.17043,2484.0,20170817,20170817,20251230,8.4,ENF,70.0,Dfb,True,False,625,oos,False,True,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,SantaFe,SantaFe,35.77154,-105.78487,3499.0,20160101,20150312,20251230,10.7,ENF,70.0,Dfb,True,False,626,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,SantaquinMeadows,SantaquinMeadows,39.92076,-111.71802,2387.0,20161027,20161027,20240109,7.2,ENF,70.0,Dfa,True,False,627,val,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,SavagePass,SavagePass,46.46633,-114.63333,1881.0,20180822,20180822,20251230,7.4,ENF,70.0,Dfb,True,False,628,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Sawtooth,Sawtooth,40.13632,-105.58486,2938.0,20180206,20180206,20220406,4.2,ENF,70.0,Dfc,True,False,629,val,False,False,False,False,False,False,D,Forest,High,0.0005,True,False,False,
ISMN,SNOTEL,SchofieldPass,SchofieldPass,39.01467,-107.04933,3243.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfc,True,False,630,train,True,False,False,False,False,False,D,Forest,High,0.0263,True,False,False,
ISMN,SNOTEL,SeeleyCreek,SeeleyCreek,39.31042,-111.43297,3018.0,20160101,20140101,20251013,11.8,GRA,130.0,Dfb,True,False,631,train,True,False,False,False,False,False,D,Grass-Crop,High,0.0058,True,False,False,
ISMN,SNOTEL,SenoritaDivide#2,SenoritaDivide#2,36.00152,-106.83408,2609.0,20210306,20210306,20250321,4.0,ENF,70.0,Dfb,True,False,632,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
